Gene: group_10061, Count of 1s: 9, Samples with 1s: ['ERR4034211', 'ERR4034218', 'ERR4034964', 'ERR4035377', 'ERR4035765', 'ERR4035970', 'ERR4036038', 'ERR4036930', 'ERR4036936']
Gene: group_4777, Count of 1s: 3, Samples with 1s: ['ERR4034629', 'ERR4034915', 'ERR4036037']
Gene: group_4788, Count of 1s: 3, Samples with 1s: ['ERR4034884', 'ERR4034979', 'ERR4036199']
Gene: group_4791, Count of 1s: 3, Samples with 1s: ['ERR4035377', 'ERR4036131', 'ERR4037393']
Gene: group_4799, Count of 1s: 3, Samples with 1s: ['ERR4034944', 'ERR4034971', 'ERR4035283']
Gene: group_4803, Count of 1s: 3, Samples with 1s: ['ERR4034670', 'ERR4036614', 'ERR4037046']
Gene: oppA_2, Count of 1s: 3, Samples with 1s: ['ERR4034854', 'ERR4035939', 'ERR4036045']
Gene: group_481, Count of 1s: 3, Samples with 1s: ['ERR4034462', 'ERR4034786', 'ERR4036380']
Gene: group_4815, Count of 1s: 3, Samples with 1s: ['ERR4034462', 'ERR4034786', 'ERR4037009']
Gene: group_482, Count of 1s: 3, Samples with 1s: ['ERR4035274', 'ERR4036186', 'ERR4037450']
Gene: group_4821, Count of 1s: 3, Samples with 1s: ['ERR4036154', 'ERR4036535', 'ERR4036771']
Gene: group_4837, Count of 1s: 3, Samples with 1s: ['ERR4034162', 'ERR4034538', 'ERR4037300']
Gene: group_4843, Count of 1s: 3, Samples with 1s: ['ERR4034367', 'ERR4036921', 'ERR4037378']
Gene: group_4850, Count of 1s: 3, Samples with 1s: ['ERR4035765', 'ERR4036169', 'ERR4037259']
Gene: group_4869, Count of 1s: 3, Samples with 1s: ['ERR4034629', 'ERR4034915', 'ERR4035274']
Gene: group_4931, Count of 1s: 3, Samples with 1s: ['ERR4035408', 'ERR4036280', 'ERR4037442']
Gene: group_4938, Count of 1s: 3, Samples with 1s: ['ERR4035238', 'ERR4035712', 'ERR4036178']
Gene: group_494, Count of 1s: 3, Samples with 1s: ['ERR4034091', 'ERR4035159', 'ERR4037146']
Gene: group_4945, Count of 1s: 3, Samples with 1s: ['ERR4034884', 'ERR4034979', 'ERR4036199']
Gene: group_4948, Count of 1s: 3, Samples with 1s: ['ERR4035690', 'ERR4036171', 'ERR4037202']
Gene: group_4951, Count of 1s: 3, Samples with 1s: ['ERR4034530', 'ERR4035564', 'ERR4036186']
Gene: group_4963, Count of 1s: 3, Samples with 1s: ['ERR4034629', 'ERR4035208', 'ERR4035540']
Gene: group_4971, Count of 1s: 3, Samples with 1s: ['ERR4036245', 'ERR4037218', 'ERR4037259']
Gene: group_5002, Count of 1s: 3, Samples with 1s: ['ERR4034462', 'ERR4034864', 'ERR4036380']
Gene: group_5003, Count of 1s: 3, Samples with 1s: ['ERR4034955', 'ERR4036175', 'ERR4036489']
Gene: group_5013, Count of 1s: 3, Samples with 1s: ['ERR4035027', 'ERR4035051', 'ERR4037482']
Gene: group_5020, Count of 1s: 3, Samples with 1s: ['ERR4034234', 'ERR4034629', 'ERR4034915']
Gene: group_5023, Count of 1s: 3, Samples with 1s: ['ERR4035712', 'ERR4036483', 'ERR4036499']
Gene: group_5038, Count of 1s: 3, Samples with 1s: ['ERR4035421', 'ERR4035919', 'ERR4036936']
Gene: group_5042, Count of 1s: 3, Samples with 1s: ['ERR4035027', 'ERR4035051', 'ERR4037482']
Gene: group_5057, Count of 1s: 3, Samples with 1s: ['ERR4034538', 'ERR4036769', 'ERR4037382']
Gene: group_5064, Count of 1s: 3, Samples with 1s: ['ERR4034111', 'ERR4034475', 'ERR4036423']
Gene: group_5065, Count of 1s: 3, Samples with 1s: ['ERR4035236', 'ERR4035919', 'ERR4037202']
Gene: group_5076, Count of 1s: 3, Samples with 1s: ['ERR4035970', 'ERR4036930', 'ERR4037009']
Gene: group_508, Count of 1s: 3, Samples with 1s: ['ERR4035229', 'ERR4035568', 'ERR4036664']
Gene: group_5091, Count of 1s: 3, Samples with 1s: ['ERR4034714', 'ERR4035238', 'ERR4036178']
Gene: group_510, Count of 1s: 3, Samples with 1s: ['ERR4034530', 'ERR4036424', 'ERR4036771']
Gene: group_5117, Count of 1s: 3, Samples with 1s: ['ERR4034793', 'ERR4034814', 'ERR4035408']
Gene: group_5121, Count of 1s: 3, Samples with 1s: ['ERR4035970', 'ERR4036930', 'ERR4037009']
Gene: group_5123, Count of 1s: 3, Samples with 1s: ['ERR4036131', 'ERR4037393', 'ERR4037404']
Gene: gph_2, Count of 1s: 3, Samples with 1s: ['ERR4034111', 'ERR4036535', 'ERR4037382']
Gene: group_515, Count of 1s: 3, Samples with 1s: ['ERR4034164', 'ERR4035970', 'ERR4036930']
Gene: tqsA_2, Count of 1s: 3, Samples with 1s: ['ERR4034762', 'ERR4035939', 'ERR4037378']
Gene: group_5165, Count of 1s: 3, Samples with 1s: ['ERR4034629', 'ERR4034915', 'ERR4036144']
Gene: group_5166, Count of 1s: 3, Samples with 1s: ['ERR4037259', 'ERR4037406', 'ERR4037423']
Gene: group_5174, Count of 1s: 3, Samples with 1s: ['ERR4034211', 'ERR4034218', 'ERR4036038']
Gene: group_5183, Count of 1s: 3, Samples with 1s: ['ERR4034154', 'ERR4034164', 'ERR4036664']
Gene: dsdC_2, Count of 1s: 3, Samples with 1s: ['ERR4034691', 'ERR4035159', 'ERR4037150']
Gene: group_5188, Count of 1s: 3, Samples with 1s: ['ERR4034964', 'ERR4035152', 'ERR4035377']
Gene: group_519, Count of 1s: 3, Samples with 1s: ['ERR4034519', 'ERR4036894', 'ERR4037435']
Gene: group_5192, Count of 1s: 3, Samples with 1s: ['ERR4034563', 'ERR4035976', 'ERR4036664']
Gene: group_5196, Count of 1s: 3, Samples with 1s: ['ERR4034964', 'ERR4035320', 'ERR4035640']
Gene: group_5201, Count of 1s: 3, Samples with 1s: ['ERR4036131', 'ERR4037393', 'ERR4037404']
Gene: group_5250, Count of 1s: 3, Samples with 1s: ['ERR4035712', 'ERR4036614', 'ERR4036777']
Gene: group_5251, Count of 1s: 3, Samples with 1s: ['ERR4035418', 'ERR4035598', 'ERR4036673']
Gene: group_5258, Count of 1s: 3, Samples with 1s: ['ERR4034944', 'ERR4034971', 'ERR4035283']
Gene: group_5267, Count of 1s: 3, Samples with 1s: ['ERR4035268', 'ERR4035826', 'ERR4036171']
Gene: group_5268, Count of 1s: 3, Samples with 1s: ['ERR4036348', 'ERR4037260', 'ERR4037362']
Gene: group_527, Count of 1s: 3, Samples with 1s: ['ERR4035236', 'ERR4035919', 'ERR4037202']
Gene: group_5281, Count of 1s: 3, Samples with 1s: ['ERR4035976', 'ERR4036383', 'ERR4036956']
Gene: group_5282, Count of 1s: 3, Samples with 1s: ['ERR4034162', 'ERR4035683', 'ERR4036771']
Gene: group_5288, Count of 1s: 3, Samples with 1s: ['ERR4034506', 'ERR4037423', 'ERR4037448']
Gene: group_5296, Count of 1s: 3, Samples with 1s: ['ERR4035027', 'ERR4035051', 'ERR4037482']
Gene: sbp_1, Count of 1s: 3, Samples with 1s: ['ERR4034944', 'ERR4034971', 'ERR4035283']
Gene: group_5314, Count of 1s: 3, Samples with 1s: ['ERR4034964', 'ERR4035377', 'ERR4036182']
Gene: group_5316, Count of 1s: 3, Samples with 1s: ['ERR4034254', 'ERR4034825', 'ERR4035969']
Gene: group_5346, Count of 1s: 3, Samples with 1s: ['ERR4035970', 'ERR4036930', 'ERR4037009']
Gene: group_5349, Count of 1s: 3, Samples with 1s: ['ERR4034231', 'ERR4035542', 'ERR4036245']
Gene: group_5371, Count of 1s: 3, Samples with 1s: ['ERR4035208', 'ERR4035421', 'ERR4035564']
Gene: group_5373, Count of 1s: 3, Samples with 1s: ['ERR4035418', 'ERR4035771', 'ERR4036673']
Gene: group_5376, Count of 1s: 3, Samples with 1s: ['ERR4035976', 'ERR4036383', 'ERR4036745']
Gene: group_5383, Count of 1s: 3, Samples with 1s: ['ERR4035027', 'ERR4035051', 'ERR4037482']
Gene: group_5387, Count of 1s: 3, Samples with 1s: ['ERR4034154', 'ERR4034699', 'ERR4037222']
Gene: group_540, Count of 1s: 3, Samples with 1s: ['ERR4037218', 'ERR4037259', 'ERR4037382']
Gene: group_5409, Count of 1s: 3, Samples with 1s: ['ERR4034462', 'ERR4035328', 'ERR4036380']
Gene: group_541, Count of 1s: 3, Samples with 1s: ['ERR4034659', 'ERR4034743', 'ERR4035590']
Gene: group_5411, Count of 1s: 3, Samples with 1s: ['ERR4036131', 'ERR4036745', 'ERR4037393']
Gene: group_5431, Count of 1s: 3, Samples with 1s: ['ERR4034598', 'ERR4036144', 'ERR4037222']
Gene: group_5439, Count of 1s: 3, Samples with 1s: ['ERR4035418', 'ERR4035598', 'ERR4036673']
Gene: group_5445, Count of 1s: 3, Samples with 1s: ['ERR4034714', 'ERR4035208', 'ERR4035564']
Gene: group_5450, Count of 1s: 3, Samples with 1s: ['ERR4036131', 'ERR4037393', 'ERR4037404']
Gene: group_5451, Count of 1s: 3, Samples with 1s: ['ERR4035159', 'ERR4035919', 'ERR4037406']
Gene: group_5490, Count of 1s: 3, Samples with 1s: ['ERR4035919', 'ERR4036182', 'ERR4037382']
Gene: group_5492, Count of 1s: 3, Samples with 1s: ['ERR4036169', 'ERR4036777', 'ERR4037007']
Gene: group_5496, Count of 1s: 3, Samples with 1s: ['ERR4035900', 'ERR4035970', 'ERR4036499']
Gene: group_5499, Count of 1s: 3, Samples with 1s: ['ERR4034672', 'ERR4035817', 'ERR4037423']
Gene: group_5505, Count of 1s: 3, Samples with 1s: ['ERR4035229', 'ERR4035568', 'ERR4036664']
Gene: group_5507, Count of 1s: 3, Samples with 1s: ['ERR4036131', 'ERR4037393', 'ERR4037404']
Gene: relE_1, Count of 1s: 3, Samples with 1s: ['ERR4036131', 'ERR4037393', 'ERR4037404']
Gene: mltF_3, Count of 1s: 3, Samples with 1s: ['ERR4034687', 'ERR4036930', 'ERR4037116']
Gene: group_5525, Count of 1s: 3, Samples with 1s: ['ERR4034854', 'ERR4035939', 'ERR4036045']
Gene: group_5530, Count of 1s: 3, Samples with 1s: ['ERR4035690', 'ERR4036745', 'ERR4037202']
Gene: group_5533, Count of 1s: 3, Samples with 1s: ['ERR4034506', 'ERR4034629', 'ERR4034915']
Gene: group_5559, Count of 1s: 3, Samples with 1s: ['ERR4034538', 'ERR4034743', 'ERR4037442']
Gene: group_5560, Count of 1s: 3, Samples with 1s: ['ERR4034367', 'ERR4034762', 'ERR4037378']
Gene: group_5563, Count of 1s: 3, Samples with 1s: ['ERR4035268', 'ERR4036764', 'ERR4037260']
Gene: group_5569, Count of 1s: 3, Samples with 1s: ['ERR4035808', 'ERR4036501', 'ERR4036900']
Gene: group_5577, Count of 1s: 3, Samples with 1s: ['ERR4035976', 'ERR4036383', 'ERR4036956']
Gene: group_5589, Count of 1s: 3, Samples with 1s: ['ERR4035431', 'ERR4035900', 'ERR4036489']
Gene: group_5604, Count of 1s: 3, Samples with 1s: ['ERR4034699', 'ERR4034864', 'ERR4037405']
Gene: group_561, Count of 1s: 3, Samples with 1s: ['ERR4034234', 'ERR4036199', 'ERR4037259']
Gene: group_5611, Count of 1s: 3, Samples with 1s: ['ERR4034218', 'ERR4035970', 'ERR4036204']
Gene: group_5620, Count of 1s: 3, Samples with 1s: ['ERR4034234', 'ERR4034825', 'ERR4036333']
Gene: group_5623, Count of 1s: 3, Samples with 1s: ['ERR4035421', 'ERR4035431', 'ERR4037391']
Gene: group_5624, Count of 1s: 3, Samples with 1s: ['ERR4036936', 'ERR4037046', 'ERR4037260']
Gene: group_5625, Count of 1s: 3, Samples with 1s: ['ERR4036038', 'ERR4036397', 'ERR4036955']
Gene: group_5638, Count of 1s: 3, Samples with 1s: ['ERR4035969', 'ERR4037382', 'ERR4037406']
Gene: group_5645, Count of 1s: 3, Samples with 1s: ['ERR4035238', 'ERR4036178', 'ERR4036280']
Gene: group_5658, Count of 1s: 3, Samples with 1s: ['ERR4034234', 'ERR4034815', 'ERR4034870']
Gene: group_5660, Count of 1s: 3, Samples with 1s: ['ERR4035318', 'ERR4036182', 'ERR4036199']
Gene: group_5669, Count of 1s: 3, Samples with 1s: ['ERR4034303', 'ERR4035318', 'ERR4036182']
Gene: group_5672, Count of 1s: 3, Samples with 1s: ['ERR4035238', 'ERR4036178', 'ERR4037396']
Gene: group_5676, Count of 1s: 3, Samples with 1s: ['ERR4035318', 'ERR4036107', 'ERR4037222']
Gene: group_5685, Count of 1s: 3, Samples with 1s: ['ERR4034854', 'ERR4036380', 'ERR4036499']
Gene: group_570, Count of 1s: 3, Samples with 1s: ['ERR4034884', 'ERR4034979', 'ERR4036199']
Gene: group_5700, Count of 1s: 3, Samples with 1s: ['ERR4035970', 'ERR4036930', 'ERR4037009']
Gene: group_5704, Count of 1s: 3, Samples with 1s: ['ERR4034313', 'ERR4036397', 'ERR4036955']
Gene: group_5727, Count of 1s: 3, Samples with 1s: ['ERR4035152', 'ERR4035238', 'ERR4036178']
Gene: group_5733, Count of 1s: 3, Samples with 1s: ['ERR4035328', 'ERR4036499', 'ERR4037260']
Gene: group_5748, Count of 1s: 3, Samples with 1s: ['ERR4034303', 'ERR4035765', 'ERR4036501']
Gene: group_5759, Count of 1s: 3, Samples with 1s: ['ERR4034538', 'ERR4035408', 'ERR4037150']
Gene: group_5772, Count of 1s: 3, Samples with 1s: ['ERR4035027', 'ERR4035051', 'ERR4037482']
Gene: group_5780, Count of 1s: 3, Samples with 1s: ['ERR4034303', 'ERR4035520', 'ERR4037382']
Gene: group_5790, Count of 1s: 3, Samples with 1s: ['ERR4034825', 'ERR4036900', 'ERR4037442']
Gene: group_5798, Count of 1s: 3, Samples with 1s: ['ERR4036288', 'ERR4037009', 'ERR4037378']
Gene: group_5804, Count of 1s: 3, Samples with 1s: ['ERR4035159', 'ERR4035561', 'ERR4037362']
Gene: group_5807, Count of 1s: 3, Samples with 1s: ['ERR4034884', 'ERR4034964', 'ERR4035377']
Gene: group_5818, Count of 1s: 3, Samples with 1s: ['ERR4035236', 'ERR4035919', 'ERR4037202']
Gene: group_5823, Count of 1s: 3, Samples with 1s: ['ERR4034064', 'ERR4037300', 'ERR4037362']
Gene: group_5837, Count of 1s: 3, Samples with 1s: ['ERR4034475', 'ERR4036348', 'ERR4036413']
Gene: group_5839, Count of 1s: 3, Samples with 1s: ['ERR4034964', 'ERR4035826', 'ERR4035919']
Gene: group_5852, Count of 1s: 3, Samples with 1s: ['ERR4035765', 'ERR4036380', 'ERR4036501']
Gene: group_5859, Count of 1s: 3, Samples with 1s: ['ERR4034815', 'ERR4035771', 'ERR4036856']
Gene: group_5860, Count of 1s: 3, Samples with 1s: ['ERR4034367', 'ERR4034762', 'ERR4037378']
Gene: group_5865, Count of 1s: 3, Samples with 1s: ['ERR4034231', 'ERR4036288', 'ERR4036423']
Gene: group_5870, Count of 1s: 3, Samples with 1s: ['ERR4035418', 'ERR4035598', 'ERR4036673']
Gene: yahB_4, Count of 1s: 3, Samples with 1s: ['ERR4035238', 'ERR4036178', 'ERR4036769']
Gene: group_5887, Count of 1s: 3, Samples with 1s: ['ERR4034964', 'ERR4035826', 'ERR4036483']
Gene: group_5890, Count of 1s: 3, Samples with 1s: ['ERR4034815', 'ERR4034971', 'ERR4035283']
Gene: group_5896, Count of 1s: 3, Samples with 1s: ['ERR4034162', 'ERR4034667', 'ERR4034971']
Gene: group_5899, Count of 1s: 3, Samples with 1s: ['ERR4034218', 'ERR4034231', 'ERR4036288']
Gene: group_5901, Count of 1s: 3, Samples with 1s: ['ERR4034394', 'ERR4036879', 'ERR4036947']
Gene: group_5910, Count of 1s: 3, Samples with 1s: ['ERR4034864', 'ERR4034938', 'ERR4037222']
Gene: group_5919, Count of 1s: 3, Samples with 1s: ['ERR4035283', 'ERR4035808', 'ERR4036501']
Gene: group_5920, Count of 1s: 3, Samples with 1s: ['ERR4034884', 'ERR4034944', 'ERR4037392']
Gene: group_5926, Count of 1s: 3, Samples with 1s: ['ERR4035236', 'ERR4035690', 'ERR4037202']
Gene: group_5928, Count of 1s: 3, Samples with 1s: ['ERR4035135', 'ERR4035765', 'ERR4036769']
Gene: group_5948, Count of 1s: 3, Samples with 1s: ['ERR4034462', 'ERR4036501', 'ERR4037009']
Gene: group_5949, Count of 1s: 3, Samples with 1s: ['ERR4035408', 'ERR4036900', 'ERR4037442']
Gene: group_5952, Count of 1s: 3, Samples with 1s: ['ERR4035970', 'ERR4036930', 'ERR4037009']
Gene: group_5953, Count of 1s: 3, Samples with 1s: ['ERR4035152', 'ERR4035238', 'ERR4036178']
Gene: group_5957, Count of 1s: 3, Samples with 1s: ['ERR4034786', 'ERR4035765', 'ERR4037009']
Gene: group_5966, Count of 1s: 3, Samples with 1s: ['ERR4034714', 'ERR4035208', 'ERR4035564']
Gene: group_5967, Count of 1s: 3, Samples with 1s: ['ERR4036131', 'ERR4036745', 'ERR4037393']
Gene: group_598, Count of 1s: 3, Samples with 1s: ['ERR4035418', 'ERR4035598', 'ERR4036673']
Gene: group_5991, Count of 1s: 3, Samples with 1s: ['ERR4036424', 'ERR4036777', 'ERR4037396']
Gene: group_60, Count of 1s: 3, Samples with 1s: ['ERR4034254', 'ERR4035817', 'ERR4035970']
Gene: group_6008, Count of 1s: 3, Samples with 1s: ['ERR4035692', 'ERR4036280', 'ERR4036777']
Gene: group_601, Count of 1s: 3, Samples with 1s: ['ERR4034629', 'ERR4035208', 'ERR4035540']
Gene: group_6029, Count of 1s: 3, Samples with 1s: ['ERR4035268', 'ERR4036171', 'ERR4037009']
Gene: group_6037, Count of 1s: 3, Samples with 1s: ['ERR4036131', 'ERR4037393', 'ERR4037404']
Gene: group_6052, Count of 1s: 3, Samples with 1s: ['ERR4035236', 'ERR4035919', 'ERR4037202']
Gene: group_6058, Count of 1s: 3, Samples with 1s: ['ERR4034218', 'ERR4036038', 'ERR4036936']
Gene: group_606, Count of 1s: 3, Samples with 1s: ['ERR4034154', 'ERR4034164', 'ERR4036777']
Gene: group_6069, Count of 1s: 3, Samples with 1s: ['ERR4034367', 'ERR4034762', 'ERR4037378']
Gene: group_6070, Count of 1s: 3, Samples with 1s: ['ERR4035283', 'ERR4036163', 'ERR4036501']
Gene: gmm_2, Count of 1s: 3, Samples with 1s: ['ERR4035268', 'ERR4035377', 'ERR4036171']
Gene: dsdX_1, Count of 1s: 3, Samples with 1s: ['ERR4034601', 'ERR4035827', 'ERR4036876']
Gene: group_6082, Count of 1s: 3, Samples with 1s: ['ERR4034672', 'ERR4036955', 'ERR4037405']
Gene: group_6090, Count of 1s: 3, Samples with 1s: ['ERR4034563', 'ERR4035669', 'ERR4035712']
Gene: group_6091, Count of 1s: 3, Samples with 1s: ['ERR4034367', 'ERR4034762', 'ERR4037378']
Gene: group_6095, Count of 1s: 3, Samples with 1s: ['ERR4035135', 'ERR4035406', 'ERR4036745']
Gene: group_6126, Count of 1s: 3, Samples with 1s: ['ERR4034964', 'ERR4035826', 'ERR4036245']
Gene: group_6128, Count of 1s: 3, Samples with 1s: ['ERR4035212', 'ERR4035540', 'ERR4037450']
Gene: group_6131, Count of 1s: 3, Samples with 1s: ['ERR4035320', 'ERR4035421', 'ERR4035817']
Gene: group_6135, Count of 1s: 3, Samples with 1s: ['ERR4034864', 'ERR4034938', 'ERR4037222']
Gene: group_6136, Count of 1s: 3, Samples with 1s: ['ERR4034254', 'ERR4034629', 'ERR4036614']
Gene: group_6151, Count of 1s: 3, Samples with 1s: ['ERR4034915', 'ERR4035919', 'ERR4036245']
Gene: group_6161, Count of 1s: 3, Samples with 1s: ['ERR4034672', 'ERR4035318', 'ERR4037448']
Gene: group_6166, Count of 1s: 3, Samples with 1s: ['ERR4035268', 'ERR4035377', 'ERR4036171']
Gene: group_6178, Count of 1s: 3, Samples with 1s: ['ERR4035712', 'ERR4035765', 'ERR4036614']
Gene: group_6186, Count of 1s: 3, Samples with 1s: ['ERR4034864', 'ERR4034938', 'ERR4037222']
Gene: group_6191, Count of 1s: 3, Samples with 1s: ['ERR4034367', 'ERR4034762', 'ERR4037378']
Gene: group_620, Count of 1s: 3, Samples with 1s: ['ERR4035568', 'ERR4036038', 'ERR4037405']
Gene: group_6208, Count of 1s: 3, Samples with 1s: ['ERR4034870', 'ERR4036169', 'ERR4037007']
Gene: group_6229, Count of 1s: 3, Samples with 1s: ['ERR4034154', 'ERR4034699', 'ERR4037222']
Gene: group_6237, Count of 1s: 3, Samples with 1s: ['ERR4034234', 'ERR4034506', 'ERR4035377']
Gene: group_6244, Count of 1s: 3, Samples with 1s: ['ERR4034467', 'ERR4034563', 'ERR4036163']
Gene: group_6256, Count of 1s: 3, Samples with 1s: ['ERR4036045', 'ERR4036144', 'ERR4036501']
Gene: group_6274, Count of 1s: 3, Samples with 1s: ['ERR4036483', 'ERR4036777', 'ERR4037259']
Gene: group_6275, Count of 1s: 3, Samples with 1s: ['ERR4035229', 'ERR4035568', 'ERR4036664']
Gene: group_6276, Count of 1s: 3, Samples with 1s: ['ERR4034376', 'ERR4035970', 'ERR4036045']
Gene: group_6280, Count of 1s: 3, Samples with 1s: ['ERR4035027', 'ERR4035051', 'ERR4037482']
Gene: group_6283, Count of 1s: 3, Samples with 1s: ['ERR4036380', 'ERR4036499', 'ERR4036777']
Gene: group_6284, Count of 1s: 3, Samples with 1s: ['ERR4035236', 'ERR4035919', 'ERR4037202']
Gene: group_6292, Count of 1s: 3, Samples with 1s: ['ERR4034303', 'ERR4036182', 'ERR4037009']
Gene: group_6309, Count of 1s: 3, Samples with 1s: ['ERR4035229', 'ERR4035568', 'ERR4036664']
Gene: group_6316, Count of 1s: 3, Samples with 1s: ['ERR4034254', 'ERR4035431', 'ERR4035520']
Gene: group_6321, Count of 1s: 3, Samples with 1s: ['ERR4034164', 'ERR4034631', 'ERR4036204']
Gene: group_633, Count of 1s: 3, Samples with 1s: ['ERR4036900', 'ERR4037007', 'ERR4037362']
Gene: group_6334, Count of 1s: 3, Samples with 1s: ['ERR4034854', 'ERR4035939', 'ERR4036045']
Gene: group_640, Count of 1s: 3, Samples with 1s: ['ERR4034815', 'ERR4034971', 'ERR4035283']
Gene: group_6402, Count of 1s: 3, Samples with 1s: ['ERR4035683', 'ERR4035817', 'ERR4036245']
Gene: group_6406, Count of 1s: 3, Samples with 1s: ['ERR4035976', 'ERR4036383', 'ERR4036956']
Gene: group_6424, Count of 1s: 3, Samples with 1s: ['ERR4035027', 'ERR4035051', 'ERR4037482']
Gene: group_6428, Count of 1s: 3, Samples with 1s: ['ERR4035320', 'ERR4035692', 'ERR4036777']
Gene: group_6431, Count of 1s: 3, Samples with 1s: ['ERR4035238', 'ERR4036178', 'ERR4036769']
Gene: group_6446, Count of 1s: 3, Samples with 1s: ['ERR4034793', 'ERR4035320', 'ERR4037107']
Gene: group_6450, Count of 1s: 3, Samples with 1s: ['ERR4035564', 'ERR4036424', 'ERR4036894']
Gene: group_6451, Count of 1s: 3, Samples with 1s: ['ERR4035976', 'ERR4036171', 'ERR4036383']
Gene: group_647, Count of 1s: 3, Samples with 1s: ['ERR4034629', 'ERR4035208', 'ERR4035540']
Gene: group_6477, Count of 1s: 3, Samples with 1s: ['ERR4035152', 'ERR4037218', 'ERR4037259']
Gene: group_6486, Count of 1s: 3, Samples with 1s: ['ERR4035955', 'ERR4036186', 'ERR4037151']
Gene: group_649, Count of 1s: 3, Samples with 1s: ['ERR4034942', 'ERR4036501', 'ERR4037260']
Gene: group_6491, Count of 1s: 3, Samples with 1s: ['ERR4035229', 'ERR4037382', 'ERR4037404']
Gene: group_6494, Count of 1s: 3, Samples with 1s: ['ERR4035318', 'ERR4035826', 'ERR4036182']
Gene: group_6498, Count of 1s: 3, Samples with 1s: ['ERR4035152', 'ERR4035238', 'ERR4036178']
Gene: group_6511, Count of 1s: 3, Samples with 1s: ['ERR4035970', 'ERR4036930', 'ERR4037009']
Gene: group_653, Count of 1s: 3, Samples with 1s: ['ERR4034942', 'ERR4036391', 'ERR4037099']
Gene: smf-1_2, Count of 1s: 3, Samples with 1s: ['ERR4035976', 'ERR4036383', 'ERR4036956']
Gene: group_654, Count of 1s: 3, Samples with 1s: ['ERR4034659', 'ERR4035827', 'ERR4037260']
Gene: group_6540, Count of 1s: 3, Samples with 1s: ['ERR4035027', 'ERR4035051', 'ERR4037482']
Gene: group_6544, Count of 1s: 3, Samples with 1s: ['ERR4034111', 'ERR4034942', 'ERR4036956']
Gene: group_6547, Count of 1s: 3, Samples with 1s: ['ERR4034629', 'ERR4034915', 'ERR4036501']
Gene: group_6565, Count of 1s: 3, Samples with 1s: ['ERR4035640', 'ERR4036178', 'ERR4037392']
Gene: group_6569, Count of 1s: 3, Samples with 1s: ['ERR4034218', 'ERR4036038', 'ERR4036936']
Gene: group_6578, Count of 1s: 3, Samples with 1s: ['ERR4034367', 'ERR4034942', 'ERR4036199']
Gene: group_6587, Count of 1s: 3, Samples with 1s: ['ERR4034234', 'ERR4036199', 'ERR4037259']
Gene: group_6591, Count of 1s: 3, Samples with 1s: ['ERR4036163', 'ERR4036501', 'ERR4036535']
Gene: group_6592, Count of 1s: 3, Samples with 1s: ['ERR4034786', 'ERR4035328', 'ERR4036380']
